-0.84,169
-0.84,183
-0.84,135
-0.84,114
-0.84,68
-0.84,118
-0.84,165
-0.84,96
-0.84,-180
-0.84,3
-0.84,-161
-0.84,278
-0.84,-39
-0.84,19
-0.84,109
-0.84,281
-0.84,114
-0.84,135
-0.84,118
-0.84,139
-0.84,68
-0.84,174
-0.84,183
-0.84,114
-0.84,169
-0.84,278
-0.84,-161
-0.84,96
-0.84,165
-0.84,281
-0.84,-180
-0.84,19
-0.84,-39
-0.84,139
-0.84,114
-0.84,109
-0.82,89
-0.82,71
-0.82,84
-0.82,158
-0.82,144
-0.82,114
-0.82,140
-0.82,-22
-0.82,93
-0.82,-205
-0.82,110
-0.82,-186
-0.82,89
-0.82,-64
-0.82,149
-0.82,-6
-0.82,158
-0.82,253
-0.82,84
-0.82,256
-0.82,144
-0.82,18
-0.82,253
-0.82,71
-0.82,89
-0.82,110
-0.82,-205
-0.82,93
-0.82,-22
-0.82,140
-0.82,114
-0.82,149
-0.82,-6
-0.82,256
-0.82,-186
-0.82,89
-0.83,-3
-0.83,47
-0.83,112
-0.83,-28
-0.83,98
-0.83,207
-0.83,64
-0.83,-68
-0.83,38
-0.83,-110
-0.83,43
-0.83,68
-0.83,-52
-0.83,210
-0.83,103
-0.83,25
-0.83,-251
-0.83,-232
-0.83,-28
-0.83,207
-0.83,98
-0.83,94
-0.83,47
-0.83,43
-0.83,-110
-0.83,94
-0.83,-68
-0.83,64
-0.83,25
-0.83,38
-0.83,210
-0.83,-251
-0.83,-232
-0.83,-52
-0.83,103
-0.83,103
-0.83,207
-0.83,94
-0.83,68
-0.83,25
-0.83,38
-0.83,-52
-0.83,210
-0.83,-232
-0.83,-251
-0.83,43
-0.83,47
-0.83,98
-0.83,-3
-0.83,112
-0.83,64
-0.83,68
-0.83,94
-0.83,38
-0.83,-110
-0.83,25
-0.83,-28
-0.83,103
-0.83,47
-0.83,43
-0.83,-251
-0.83,-68
-0.83,210
-0.83,-52
-0.83,-68
-0.83,112
-0.83,64
-0.83,-28
-0.83,98
-0.74,-77
-0.74,13
-0.74,22
-0.74,18
-0.74,39
-0.74,-276
-0.74,-28
-0.74,-135
-0.74,0
-0.74,78
-0.74,185
-0.74,18
-0.74,69
-0.74,-93
-0.74,18
-0.74,-257
-0.74,22
-0.74,87
-0.74,-276
-0.74,-53
-0.74,39
-0.74,18
-0.74,185
-0.74,78
-0.74,0
-0.74,-135
-0.74,-28
-0.74,182
-0.74,-93
-0.74,-53
-0.74,87
-0.74,69
-0.74,73
-0.66,-418
-0.66,-399
-0.66,-142
-0.66,-219
-0.66,40
-0.66,-73
-0.66,-64
-0.66,-124
-0.66,-277
-0.66,-69
-0.66,-99
-0.66,-55
-0.66,-103
-0.66,-124
-0.66,-235
-0.66,-195
-0.66,-120
-0.66,-219
-0.66,-170
-0.66,-73
-0.66,40
-0.66,-129
-0.66,-399
-0.66,-418
-0.66,-55
-0.66,-99
-0.66,-277
-0.66,-69
-0.66,-124
-0.66,-64
-0.66,-195
-0.66,-124
-0.66,-120
-0.66,-170
-0.66,-142
-0.66,-103
-0.66,-235
-0.7,73
-0.7,2
-0.7,-63
-0.7,-246
-0.7,48
-0.7,30
-0.7,-47
-0.7,48
-0.7,-227
-0.7,69
-0.7,108
-0.7,52
-0.7,103
-0.7,-23
-0.7,99
-0.7,117
-0.7,-63
-0.7,48
-0.7,-246
-0.7,215
-0.7,73
-0.7,212
-0.7,108
-0.7,69
-0.7,-227
-0.7,-47
-0.7,30
-0.7,48
-0.7,103
-0.7,117
-0.7,212
-0.7,52
-0.7,99
-0.7,-23
-0.68,-137
-0.68,305
-0.68,198
-0.68,27
-0.68,138
-0.68,133
-0.68,142
-0.68,120
-0.68,302
-0.68,-156
-0.68,138
-0.68,67
-0.68,189
-0.68,207
-0.68,92
-0.68,193
-0.68,305
-0.68,-137
-0.68,198
-0.68,159
-0.68,163
-0.68,159
-0.68,302
-0.68,120
-0.68,-156
-0.68,142
-0.68,133
-0.68,138
-0.68,207
-0.68,-15
-0.68,67
-0.68,92
-0.68,193
-0.68,27
-0.68,138
-0.68,189
-0.65,-83
-0.65,39
-0.65,48
-0.65,-306
-0.65,-12
-0.65,-58
-0.65,152
-0.65,9
-0.65,155
-0.65,-30
-0.65,-12
-0.65,-17
-0.65,13
-0.65,-165
-0.65,-287
-0.65,-107
-0.65,48
-0.65,-58
-0.65,-12
-0.65,-8
-0.65,39
-0.65,-83
-0.65,-306
-0.65,-123
-0.65,-30
-0.65,-8
-0.65,155
-0.65,57
-0.65,152
-0.65,-17
-0.65,-287
-0.65,-107
-0.65,-165
-0.65,-12
-0.65,13
-0.71,61
-0.71,47
-0.71,-8
-0.71,52
-0.71,156
-0.71,13
-0.71,-119
-0.71,-283
-0.71,-302
-0.71,-103
-0.71,-13
-0.71,159
-0.71,-4
-0.71,-8
-0.71,47
-0.71,61
-0.71,-283
-0.71,-119
-0.71,13
-0.71,-8
-0.71,-54
-0.71,52
-0.71,-79
-0.71,-26
-0.71,-302
-0.71,-161
-0.71,-26
-0.71,156
-0.71,17
-0.71,-13
-0.7,25
-0.7,-97
-0.7,-26
-0.7,-72
-0.7,-301
-0.7,-5
-0.7,-179
-0.7,138
-0.7,-22
-0.7,141
-0.7,-320
-0.7,-44
-0.7,-26
-0.7,-121
-0.7,-31
-0.7,-72
-0.7,-137
-0.7,-1
-0.7,-5
-0.7,-301
-0.7,-137
-0.7,-97
-0.7,25
-0.7,141
-0.7,-22
-0.7,-26
-0.7,138
-0.7,29
-0.7,-179
-0.7,-121
-0.7,34
-0.7,-26
-0.7,-31
-0.7,-1
-0.7,-320
-0.7,-44
-0.87,-26
-0.87,-72
-0.87,-301
-0.87,-5
-0.87,29
-0.87,34
-0.87,-22
-0.87,141
-0.87,-320
-0.87,-44
-0.87,-26
-0.87,-121
-0.87,-31
-0.87,-72
-0.87,-137
-0.87,-1
-0.87,-5
-0.87,-301
-0.87,-137
-0.87,-97
-0.87,25
-0.87,141
-0.87,-22
-0.87,-26
-0.87,138
-0.87,29
-0.87,-121
-0.87,34
-0.87,-26
-0.87,-31
-0.87,-1
-0.87,-320
-0.75,61
-0.75,-4
-0.75,159
-0.75,-79
-0.75,-54
-0.75,156
-0.75,13
-0.75,-119
-0.75,-283
-0.75,17
-0.75,-302
-0.75,-103
-0.75,-13
-0.75,-161
-0.75,-8
-0.75,159
-0.75,-4
-0.75,-8
-0.75,47
-0.75,61
-0.75,-283
-0.75,-119
-0.75,13
-0.75,-8
-0.75,-54
-0.75,52
-0.75,-79
-0.75,-26
-0.75,-302
-0.75,-161
-0.75,-26
-0.75,156
-0.75,17
-0.75,-13
-0.75,-103
-0.59,-77
-0.59,13
-0.59,22
-0.59,18
-0.59,39
-0.59,-276
-0.59,-28
-0.59,-135
-0.59,0
-0.59,185
-0.59,18
-0.59,69
-0.59,-93
-0.59,73
-0.59,182
-0.59,18
-0.59,87
-0.59,-276
-0.59,-53
-0.59,39
-0.59,-257
-0.59,13
-0.59,-77
-0.59,18
-0.59,185
-0.59,78
-0.59,0
-0.59,-135
-0.59,-28
-0.59,182
-0.59,-93
-0.59,-53
-0.59,87
-0.59,69
-0.59,73
-0.6,485
-0.6,223
-0.6,300
-0.6,387
-0.6,165
-0.6,24
-0.6,378
-0.6,318
-0.6,313
-0.6,247
-0.6,369
-0.6,272
-0.6,322
-0.6,482
-0.6,339
-0.6,373
-0.6,318
-0.6,300
-0.6,343
-0.6,223
-0.6,165
-0.6,387
-0.6,343
-0.6,485
-0.6,207
-0.6,369
-0.6,247
-0.6,313
-0.6,378
-0.6,24
-0.6,318
-0.6,373
-0.6,339
-0.6,272
-0.6,322
-0.87,207
-0.87,485
-0.87,223
-0.87,300
-0.87,387
-0.87,318
-0.87,247
-0.87,369
-0.87,272
-0.87,482
-0.87,339
-0.87,373
-0.87,300
-0.87,223
-0.87,165
-0.87,343
-0.87,485
-0.87,207
-0.87,369
-0.87,247
-0.87,378
-0.87,318
-0.87,482
-0.87,373
-0.87,318
-0.87,339
-0.87,322
-0.72,-121
-0.72,-232
-0.72,-100
-0.72,46
-0.72,-121
-0.72,-66
-0.72,-70
-0.72,-52
-0.72,-216
-0.72,-192
-0.72,-139
-0.72,-274
-0.72,-396
-0.72,-96
-0.72,-167
-0.72,-232
-0.72,-121
-0.72,46
-0.72,-61
-0.72,-167
-0.72,-121
-0.72,-117
-0.72,-126
-0.72,-192
-0.72,-100
-0.72,-52
-0.72,-415
-0.72,-66
-0.72,-96
-0.72,-396
-0.72,-126
-0.72,-274
-0.78,-83
-0.78,39
-0.78,-12
-0.78,-58
-0.78,152
-0.78,57
-0.78,9
-0.78,-123
-0.78,-17
-0.78,13
-0.78,-165
-0.78,-287
-0.78,-107
-0.78,48
-0.78,-58
-0.78,-12
-0.78,-8
-0.78,39
-0.78,-83
-0.78,-306
-0.78,-123
-0.78,-30
-0.78,-8
-0.78,155
-0.78,9
-0.78,57
-0.78,152
-0.78,-17
-0.78,-287
-0.78,-107
-0.78,-165
-0.78,-12
-0.78,13
-0.75,-26
-0.75,-72
-0.75,-301
-0.75,-5
-0.75,-179
-0.75,29
-0.75,34
-0.75,138
-0.75,-22
-0.75,141
-0.75,-44
-0.75,-26
-0.75,-121
-0.75,-72
-0.75,-301
-0.75,-137
-0.75,-97
-0.75,25
-0.75,141
-0.75,-22
-0.75,-26
-0.75,138
-0.75,29
-0.75,-179
-0.75,-121
-0.75,34
-0.75,-31
-0.75,-1
-0.75,-320
-0.75,-44
-0.58,-83
-0.58,39
-0.58,48
-0.58,-306
-0.58,-58
-0.58,57
-0.58,9
-0.58,155
-0.58,-30
-0.58,-123
-0.58,-12
-0.58,13
-0.58,-165
-0.58,-287
-0.58,-107
-0.58,48
-0.58,-58
-0.58,-12
-0.58,-8
-0.58,39
-0.58,-83
-0.58,-306
-0.58,-123
-0.58,-30
-0.58,-8
-0.58,155
-0.58,9
-0.58,57
-0.58,152
-0.58,-17
-0.58,-287
-0.58,-107
-0.58,-165
-0.58,-12
-0.58,13
-0.81,203
-0.81,39
-0.81,64
-0.81,-114
-0.81,90
-0.81,-32
-0.81,-72
-0.81,60
-0.81,-56
-0.81,39
-0.81,-255
-0.81,206
-0.81,-114
-0.81,64
-0.81,-32
-0.81,90
-0.81,39
-0.81,203
-0.81,39
-0.81,108
-0.81,94
-0.81,-7
-0.81,-56
-0.81,-72
-0.81,206
-0.81,99
-0.81,-255
-0.81,34
-0.81,99
-0.81,-236
-0.67,-83
-0.67,48
-0.67,-306
-0.67,-12
-0.67,-58
-0.67,152
-0.67,57
-0.67,9
-0.67,155
-0.67,-30
-0.67,-12
-0.67,-17
-0.67,-58
-0.67,-12
-0.67,-8
-0.67,39
-0.67,-83
-0.67,-306
-0.67,-123
-0.67,-30
-0.67,-8
-0.67,155
-0.67,9
-0.67,57
-0.67,152
-0.67,-17
-0.67,-287
-0.67,-107
-0.67,-165
-0.67,-12
-0.67,13
-0.75,207
-0.75,485
-0.75,223
-0.75,300
-0.75,387
-0.75,165
-0.75,24
-0.75,318
-0.75,313
-0.75,322
-0.75,482
-0.75,339
-0.75,373
-0.75,343
-0.75,165
-0.75,387
-0.75,343
-0.75,247
-0.75,313
-0.75,378
-0.75,24
-0.75,482
-0.75,373
-0.75,318
-0.75,339
-0.75,272
-0.87,-121
-0.87,-66
-0.87,-415
-0.87,-70
-0.87,-52
-0.87,-216
-0.87,-192
-0.87,-139
-0.87,-274
-0.87,-396
-0.87,-96
-0.87,-167
-0.87,-232
-0.87,-121
-0.87,46
-0.87,-61
-0.87,-167
-0.87,-121
-0.87,-216
-0.87,-52
-0.87,-415
-0.87,-66
-0.87,-96
-0.87,-396
-0.87,-61
-0.87,-70
-0.87,-139
-0.87,-274
-0.54,4
-0.54,-89
-0.54,-49
-0.54,186
-0.54,47
-0.54,91
-0.54,22
-0.54,26
-0.54,77
-0.54,73
-0.54,17
-0.54,-24
-0.54,189
-0.54,-272
-0.54,-253
-0.54,22
-0.54,-131
-0.54,-49
-0.54,47
-0.54,-73
-0.54,-89
-0.54,4
-0.54,-73
-0.54,-24
-0.54,17
-0.54,186
-0.54,73
-0.54,77
-0.54,22
-0.54,-131
-0.54,-253
-0.54,189
-0.54,-272
-0.65,-418
-0.65,-399
-0.65,-142
-0.65,-219
-0.65,40
-0.65,-73
-0.65,-64
-0.65,-124
-0.65,-277
-0.65,-69
-0.65,-99
-0.65,-55
-0.65,-103
-0.65,-170
-0.65,-73
-0.65,40
-0.65,-129
-0.65,-399
-0.65,-418
-0.65,-55
-0.65,-99
-0.65,-277
-0.65,-69
-0.65,-124
-0.65,-64
-0.65,-195
-0.65,-124
-0.65,-120
-0.65,-170
-0.65,-142
-0.65,-235
-0.58,61
-0.58,47
-0.58,-8
-0.58,52
-0.58,-4
-0.58,159
-0.58,-79
-0.58,-54
-0.58,156
-0.58,13
-0.58,-119
-0.58,-283
-0.58,17
-0.58,-302
-0.58,-103
-0.58,-13
-0.58,-8
-0.58,159
-0.58,-4
-0.58,-8
-0.58,-283
-0.58,13
-0.58,-8
-0.58,-54
-0.58,52
-0.58,-79
-0.58,-26
-0.58,-302
-0.58,-161
-0.58,-26
-0.58,156
-0.58,17
-0.58,-13
-0.58,-103
-0.57,-306
-0.57,-12
-0.57,-58
-0.57,152
-0.57,57
-0.57,9
-0.57,155
-0.57,-30
-0.57,-123
-0.57,-12
-0.57,-17
-0.57,13
-0.57,-165
-0.57,-287
-0.57,48
-0.57,-58
-0.57,-12
-0.57,-8
-0.57,39
-0.57,-83
-0.57,-306
-0.57,-123
-0.57,-30
-0.57,-8
-0.57,155
-0.57,9
-0.57,57
-0.57,152
-0.57,-17
-0.57,-287
-0.57,-107
-0.57,-165
-0.51,4
-0.51,-89
-0.51,-49
-0.51,186
-0.51,47
-0.51,91
-0.51,22
-0.51,26
-0.51,77
-0.51,73
-0.51,17
-0.51,-24
-0.51,189
-0.51,82
-0.51,-272
-0.51,-253
-0.51,-131
-0.51,-49
-0.51,91
-0.51,-73
-0.51,-89
-0.51,4
-0.51,-73
-0.51,-24
-0.51,17
-0.51,186
-0.51,73
-0.51,77
-0.51,82
-0.51,22
-0.51,-131
-0.51,-253
-0.51,189
-0.51,-272
-0.72,163
-0.72,-15
-0.72,133
-0.72,142
-0.72,302
-0.72,138
-0.72,67
-0.72,189
-0.72,207
-0.72,92
-0.72,193
-0.72,305
-0.72,-137
-0.72,198
-0.72,159
-0.72,159
-0.72,302
-0.72,120
-0.72,-156
-0.72,133
-0.72,138
-0.72,207
-0.72,-15
-0.72,67
-0.72,92
-0.72,193
-0.72,27
-0.72,138
-0.72,189
-0.44,203
-0.44,39
-0.44,-114
-0.44,90
-0.44,-32
-0.44,-72
-0.44,60
-0.44,-56
-0.44,-7
-0.44,108
-0.44,39
-0.44,34
-0.44,-236
-0.44,21
-0.44,-255
-0.44,206
-0.44,64
-0.44,90
-0.44,94
-0.44,39
-0.44,203
-0.44,39
-0.44,108
-0.44,94
-0.44,-7
-0.44,-56
-0.44,60
-0.44,-72
-0.44,21
-0.44,206
-0.44,99
-0.44,-255
-0.44,34
-0.44,99
-0.44,-236
-0.43,-17
-0.43,-311
-0.43,38
-0.43,34
-0.43,-112
-0.43,-35
-0.43,150
-0.43,-292
-0.43,52
-0.43,8
-0.43,-170
-0.43,-22
-0.43,4
-0.43,-17
-0.43,-63
-0.43,-88
-0.43,38
-0.43,-112
-0.43,147
-0.43,-88
-0.43,-311
-0.43,-17
-0.43,-128
-0.43,-22
-0.43,-35
-0.43,-170
-0.43,8
-0.43,-292
-0.43,34
-0.43,150
-0.43,-63
-0.43,52
-0.43,4
-0.43,147
-0.43,-13
-0.43,-128
-0.43,-13
-0.43,-17
-0.72,-117
-0.72,-121
-0.72,-232
-0.72,-100
-0.72,46
-0.72,-121
-0.72,-66
-0.72,-415
-0.72,-70
-0.72,-52
-0.72,-216
-0.72,-192
-0.72,-121
-0.72,-117
-0.72,-126
-0.72,-192
-0.72,-415
-0.72,-66
-0.72,-96
-0.72,-396
-0.72,-61
-0.72,-126
-0.89,25
-0.89,-97
-0.89,-26
-0.89,-72
-0.89,-301
-0.89,-5
-0.89,-179
-0.89,34
-0.89,138
-0.89,-22
-0.89,141
-0.89,-320
-0.89,-44
-0.89,-26
-0.89,-121
-0.89,-137
-0.89,-1
-0.89,-5
-0.89,25
-0.89,-26
-0.89,-179
-0.89,-1
-0.89,-44
-0.51,82
-0.51,15
-0.51,228
-0.51,-214
-0.51,61
-0.51,121
-0.51,56
-0.51,-10
-0.51,86
-0.51,-34
-0.51,116
-0.51,61
-0.51,-214
-0.51,-233
-0.51,-50
-0.51,61
-0.51,-233
-0.51,15
-0.51,82
-0.51,121
-0.51,116
-0.51,86
-0.51,-10
-0.51,56
-0.51,61
-0.51,112
-0.51,65
-0.51,-50
-0.51,112
-0.51,228
-0.51,225
-0.51,130
-0.49,-3
-0.49,47
-0.49,112
-0.49,-28
-0.49,98
-0.49,207
-0.49,64
-0.49,-68
-0.49,38
-0.49,43
-0.49,68
-0.49,-52
-0.49,210
-0.49,103
-0.49,25
-0.49,-251
-0.49,-232
-0.49,-28
-0.49,207
-0.49,98
-0.49,94
-0.49,47
-0.49,-3
-0.49,68
-0.49,43
-0.49,94
-0.49,-68
-0.49,64
-0.49,25
-0.49,38
-0.49,210
-0.49,-251
-0.49,-232
-0.49,-52
-0.49,103
-0.55,103
-0.55,207
-0.55,94
-0.55,68
-0.55,25
-0.55,38
-0.55,-52
-0.55,210
-0.55,-232
-0.55,43
-0.55,47
-0.55,98
-0.55,-3
-0.55,112
-0.55,68
-0.55,-110
-0.55,94
-0.55,38
-0.55,-110
-0.55,25
-0.55,207
-0.55,-28
-0.55,103
-0.55,47
-0.55,43
-0.55,-251
-0.55,-68
-0.55,210
-0.55,-232
-0.55,112
-0.55,-28
-0.55,-3
-0.44,485
-0.44,223
-0.44,300
-0.44,165
-0.44,24
-0.44,378
-0.44,318
-0.44,313
-0.44,247
-0.44,369
-0.44,272
-0.44,322
-0.44,482
-0.44,339
-0.44,373
-0.44,318
-0.44,223
-0.44,165
-0.44,387
-0.44,343
-0.44,207
-0.44,369
-0.44,247
-0.44,313
-0.44,378
-0.44,24
-0.44,318
-0.44,482
-0.44,373
-0.44,318
-0.44,339
-0.44,272
-0.44,322
-0.64,-3
-0.64,-68
-0.64,-110
-0.64,43
-0.64,68
-0.64,-52
-0.64,210
-0.64,103
-0.64,25
-0.64,-251
-0.64,-28
-0.64,207
-0.64,98
-0.64,94
-0.64,47
-0.64,-3
-0.64,68
-0.64,43
-0.64,112
-0.64,-68
-0.64,64
-0.64,25
-0.64,38
-0.64,-251
-0.73,101
-0.73,-98
-0.73,200
-0.73,85
-0.73,-79
-0.73,265
-0.73,221
-0.73,125
-0.73,360
-0.73,150
-0.73,251
-0.73,200
-0.73,196
-0.73,-79
-0.73,196
-0.73,85
-0.73,191
-0.73,363
-0.73,196
-0.73,221
-0.73,101
-0.73,150
-0.73,125
-0.73,217
-0.73,251
-0.73,178
-0.88,4
-0.88,-89
-0.88,-49
-0.88,186
-0.88,47
-0.88,22
-0.88,73
-0.88,17
-0.88,189
-0.88,82
-0.88,-272
-0.88,-253
-0.88,22
-0.88,-131
-0.88,-49
